,asin,product,date,verified,title,desc,reviewer_name,rating
167,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 9, 2020",Verified Purchase,"
Happy with the purchase for a good price
","

  Cost effect and environmental friendly batteries

",SARATHARAVI,5.0
168,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 9, 2020",Verified Purchase,"
Quality Batteries
","

  I use these with my Energizer recharging station and have both the AA/AAA versions. AmazonBasics has had several iterations of these batteries, some that come charged some that are different colors and these ones are the top tier in terms of overall performance and reliability.

",tiernanmendes,5.0
169,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 9, 2020",Verified Purchase,"
A waste of money
","

  We bought the batteries and tried using them. They didn’t work, so we tried charging them but they never fully charged.

",ATXBru,1.0
170,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 9, 2020",Verified Purchase,"
Buy Duracell
","

  The charge will not take my computer mouse through 3 days.  I leave Duracell on a couple of days and still going.  Save you money.

",larrys2011,1.0
171,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 8, 2020",Verified Purchase,"
Batteries
","

  These are decent for electronics that don't require I high discharge rate. I tried using them for a high drain LED light saber  (what I got them for), it turned on but the light/sound were very diminished. Replaced them with regular Energizers and they worked better.

",George Edwards,4.0
172,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 8, 2020",Verified Purchase,"
Flat out will not work with some devices
","

  Some devices will not work with these batteries and require branded batteries. Not sure from a technical perspective why, but I suspect it could be cut corners.

",Garrison Hu,3.0
173,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 7, 2020",Verified Purchase,"
Easy to install.
","

  Last a long time.

",Steve Francis,5.0
174,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"February 7, 2020",Verified Purchase,"
Getting recharged thru Amazon
","

  I use these in my blue tooth mouse.. easy to recharge and last a reasonable amount of time.. costs less than buying in store... Will buy again..

",radiohead,5.0
175,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 7, 2020",Verified Purchase,"
DON'T WASTE YOUR MONEY ON THESE!
","

  Less than a year old and these batteries drain down after very short periods of use. My Logitech G602 indicates the battery at 50% or less within 24 hours of swapping a fresh charged pair of the Amazon batteries into my mouse.I will be requesting a refund/replacement as I barely have 8-10 charge cycles on these cells.Just.Plain.Bad.

",Morgan,1.0
176,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 7, 2020",Verified Purchase,"
Good deal
","

  Good for the price, and good batteries

",Jesse,5.0
177,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 7, 2020",Verified Purchase,"
Good
","

  Very Good

",Juan & Jeney,5.0
178,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 6, 2020",Verified Purchase,"
Long to charge ,short longevity
","

  I dislike that they take a long time to charge and then they don't last long. Not worth the money!

",Angie,1.0
179,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 6, 2020",Verified Purchase,"
Good value
","

  Stay charged a long time.

",Tami Jo Gauthier,5.0
180,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 5, 2020",Verified Purchase,"
Poor quality batteries
","

  Ive bought 16 of these batteries 2 years ago. They are said to be long lasting with hundreds of cycles. After 2 years, ive finally had to dispose all of these batteries. I have nothing left. Some of the batteries went bad after 3 months, some after 6. They are just not long lasting. I bought some energizers older than these and those are still holding up.

",John Lee,1.0
181,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 5, 2020",Verified Purchase,"
Don’t Buy!!!  Total crap!!!
","

  They die so fast.  Horrible!!!!

",Calvin,2.0
182,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 5, 2020",Verified Purchase,"
Best there is.
","

  I think these might be repackaged eneloop pro cells which would make them the best rechargeable battery on the market. That's not an opinion, that's a fact.

",Amazonian Customer,5.0
183,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 5, 2020",Verified Purchase,"
Economical
","

  Great for use in Nintendo controllers.

",Amazon Customer,5.0
184,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 4, 2020",Verified Purchase,"
Perfecto
","

  Lo que esperaba y llegó a tiempo

",Ruben Gonzalez Principe,5.0
185,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 4, 2020",Verified Purchase,"
Decent batteries
","

  So far they have been decent batteries. I use them in every day items around the house like Remotes and night lights. My daughter always forgets to turn them off but even after a few days they still have power.

",CB,5.0
186,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 3, 2020",Verified Purchase,"
AAA batteries that recharge! Welcome to the future.
","

  They accept a charge, and will discharge when asked nicely. They're Ni-Mh AAA batteries, as advertised, and perform in this capacity, within acceptable parameters.

",Darth Chalupa,5.0
187,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 3, 2020",Verified Purchase,"
Good, but not the longest lasting you can find
","

  There are other batteries that have a higher mAH capacity. They drain somewhat quickly in my Gameboy Advance, but not so quickly I cant charge another set while using one set

",Sydnni Frost,4.0
188,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 3, 2020",Verified Purchase,"
Works well in headlamp
","

  These batteries work well in my head lamp and last just as long between charges as a regular Amazon basic battery.

",Daryl,5.0
189,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 2, 2020",Verified Purchase,"
Very comprable to Duracell
","

  I'm a die hard Duracell fan, and surprisingly these generic Amazon 2,400Mah High Capacity batteries and almost comprable to their alkaline competitors.

",KccccaseyK,5.0
190,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 2, 2020",Verified Purchase,"
Good rechargeable batteries
","

  Easy to charge, good value for the money.

",Tommy S.,5.0
191,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 2, 2020",Verified Purchase,"
Do not fit in quite a few devices.
","

  Batteries work well, However, not in all devices.  They are larger in diameter than other AA Batteries, so in some things they will not fit.  I have three LED Flashlights they will not fit in, Including Maglite, Docy, and Energizer.  They also will not fit in a few portable radios.  The life of them initems that they will fit, are OK.  I would look elsewhere for rechargeable batteries.

",Justin Korpal,5.0
192,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"February 1, 2020",Verified Purchase,"
Rechargable batteries.
","

  these items are as described by the manufacturer,  They fit into my wireless engraver andprovides lots of power.

",James Vollintine,5.0
193,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 1, 2020",Verified Purchase,"
Factory type replacement
","

  Used for replacement batteries on solar lawn pathway light. Work just like original’s.

",Daniel Cura,5.0
194,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 1, 2020",Verified Purchase,"
They work fast shipping
","

  So far so good

",Newman,5.0
195,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"February 1, 2020",Verified Purchase,"
They work.
","

  How is it that we reached a point where we are surprised when a product does what it says? I don't know. These batteries do what they say at a good price.

",curiousDave,5.0
196,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 1, 2020",Verified Purchase,"
Very poor longevity
","

  I purchased these batteries as each battery was less expensive than the comparable Eneloop. I will never make this mistake again. I have had these batteries for about 3 years, assuredly less recharges than the ""hundreds"" of times that the marketing materials purport that each battery could be charged before failing, but out of the original 8 purchased four now no longer charge. I am not the best at maths but that is at least a 50% failure rate at a minimum of half of the number of alleged charges. The Eneloops that I purchased two years prior are still working as advertised without a single failure. I will continue to pay the money for the Eneloops knowing that it is not money wasted.

",Sarah83,2.0
197,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 1, 2020",Verified Purchase,"
One of Four Batteries Would Not Accept Full charge
","

  I got the batteries new.  They were fully discharged by my recharging machine and after they were fully charged  I inserted them into my portable radio.  I noted that one battery wouldn't accept a full charge but 3/4 of a charge.

",Michael W. Mc Manus,2.0
198,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 1, 2020",Verified Purchase,"
Not worth a dime
","

  Do not hold a charge long and aren't even the ones pictured in the sales ad

",MEDIC 18,2.0
199,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 1, 2020",Verified Purchase,"
Great value...go green😌
","

  Great value for rechargeable batteries

",Jeanne Remmel,5.0
200,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 1, 2020",Verified Purchase,"
Great
","

  Grest value especially if you use many.

",Pamela Clinton,5.0
201,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 31, 2020",Verified Purchase,"
ok
","

  ok

",yaniv,5.0
202,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 31, 2020",Verified Purchase,"
Dead In A Year
","

  When I saw these batteries, I was skeptical that they would live up to the hype. They did not. Right from the start they had a low charge. When I tried to charge them, the best I could get was 80% capacity on only one of the batteries. I returned them and got a replacement.The new batteries were charged, but quickly lost it when using in low power devices like an analogue wall clock. I recharged them and they seemed to hold it for longer. However, the ones not in use lost their charge in about a month. I should have gotten a refund at that point, but I didn't.A year out, they will not charge at all. They are dead. Don't waste your money on these, buy Eneloop or Duracell rechargeable batteries. They work much better.

",Xeon Negotiator,1.0
203,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 31, 2020",Verified Purchase,"
Best value
","

  Better than other brands I've tried.

",_the_happy_warrior_,5.0
204,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 31, 2020",Verified Purchase,"
They work!!
","

  I can recharge them when they die. Then they work again.As advertised.

",Michael,5.0
205,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 31, 2020",Verified Purchase,"
Great value
","

  They work well for me.

",Danny Yantz,5.0
206,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 30, 2020",Verified Purchase,"
Doesnt hold charge for 24hrs
","

  Used in remote controls and dead by the next day if they dont explode on you.

",MAX Lux,1.0
207,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 30, 2020",Verified Purchase,"
Buyer Beware!
","

  These batteries are not the ones previously sold on Amazon. They have since been replaced with low end Chinese produced batteries. The tested capacity came up to about 2200 which is far from the ""high capacity"" states in the description of 2400. For nearly two dollars each, it should be as marked. Will be returning, thanks for knocking off your own product with a Chinese one (previously made in Japan).

",Danielle Phillips,1.0
208,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 30, 2020",Verified Purchase,"
Works as advertised
","

  Work as advertised.

",D. Harrington,5.0
209,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 30, 2020",Verified Purchase,"
Amazon's Sloppy Seconds
","

  Bought item ""new"" Came in a used box. Battery hold a charge for less than a week. Than won't hold a charge at all.

",chad,1.0
210,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 29, 2020",Verified Purchase,"
Crappy batteries
","

  Don't hold a charge very long and a couple actually caught fire. I have tons of rechargeable batteries from Panasonic and other companies and they all blow these away. Don't waste your money.

",Christine Sublett,1.0
211,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 29, 2020",Verified Purchase,"
Effective
","

  Effective

",kENNETH H MOSELY JR,5.0
212,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 28, 2020",Verified Purchase,"
Repeat order because the ones that I had previously bought paid for themselves many times over.
","

  I think these are a excellent value and will make sure they are charged for many different uses plus plenty of spares for emergencies just in case.

",SECRET SHOPPER,5.0
213,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 28, 2020",Verified Purchase,"
Good item but had some problems
","

  A few arrived defective but were replaced , most are still working after multiple charges.

",Kwok McFadden,4.0
214,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 28, 2020",Verified Purchase,"
Slightly fatter than standard alkaline battery
","

  I bought these to power a device with a ""slide-in and replace the cover to complete the circuit"" kind of battery compartment. The compartment accommodates standard alkaline AA batteries just fine, but these rechargeables are slightly fatter. Consequently, they don't slide all the way into the compartment, and I needed a tool to get them to come back out.This issue probably won't impact you for devices with spring loaded battery compartments, but consider your application before you buy these.

",Robert LaGrasse,4.0
215,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 28, 2020",Verified Purchase,"
Waste of money.
","

  Couldn’t even recharge them after the first use.

",michael,1.0
216,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 28, 2020",Verified Purchase,"
Excellent batteries.
","

  Love these, they work great in all my electronics & hold a strong charge even after months of constant use.

",AK,5.0
217,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 28, 2020",Verified Purchase,"
Do not hold a charge
","

  2 of the 8 batteries I received do not hold a charge. The charger says they're fully charged, when I go to use them they don't work.

",M. Duffy,1.0
218,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 28, 2020",Verified Purchase,"
Great value
","

  Seem to be working great. Love the price.

",Md1,5.0
219,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 28, 2020",Verified Purchase,"
Excellent product.
","

  Looks and feels original. Fast shipping.

",wills o.,5.0
220,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 27, 2020",Verified Purchase,"
Worked great
","

  Worked great

",L K.,5.0
221,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 27, 2020",Verified Purchase,"
Worth a try.
","

  At first I was a little dubious as to the quality of the batteries. After using them I was impressed with the overall quality. I would recommend these.

",Otter with an AK,5.0
222,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 27, 2020",Verified Purchase,"
Every new device gets new rechargeable batteries
","

  The rechargeable revolution has begun. Every time I get a new device that requires batteries I purchase a new set of rechargeables. No more having to wait until I have time to go to the store. Just charge them overnight, or while I'm at work, and when I come back, it's good to go.

",The Dash,5.0
223,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 27, 2020",Verified Purchase,"
Terrible lifespan
","

  Some of them are okay. Most of them don’t stay charged for very long. Not really worth the hassle of having to recharge every few days.

",Christine Cullen,1.0
224,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 27, 2020",Verified Purchase,"
Long life
","

  Will buy again!

",boyd gray,5.0
225,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 26, 2020",Verified Purchase,"
Very good power output.
","

  Very good batteries. I won’t by anything other than the high capacity AA and AAA batteries. They have strong power and hold a good charge.

",video nut,5.0
226,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 26, 2020",Verified Purchase,"
I bought wrong thing
","

  It was great, I ordered the wrong thing, to lazy to send back, gave it to a friend

",Jill,5.0
227,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 26, 2020",Verified Purchase,"
Batteries don't last
","

  I purchased 16 batteries and, at first, they held a charge parallel to regular single use batteries I'd tried.  However, after the 2nd recharge, they began holding less and less of a charge.  I've been using them on led string lights in my kitchen, so very small lights and short strands.  Single use batteries last 2 weeks.  At first the Amazon batteries lasted 2 weeks but now last 1 day.  I purchased these batteries late November so they basically didn't even last a full 2 months.  Don't recommend this product.

",Geri G.,1.0
228,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 26, 2020",Verified Purchase,"
I game  A LOT
","

  And these batteries last at least 3-5 days depending on how much I’m gaming and they charge fairly quick

",Jeremy West,5.0
229,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 25, 2020",Verified Purchase,"
Good
","

  Good for price

",Juan Casal,5.0
230,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 25, 2020",Verified Purchase,"
So far so good
","

  These appear to be exactly as described. No complaints so far.

",bob,5.0
231,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 25, 2020",Verified Purchase,"
AA.?Do not fit. Too large
","

  These worked great in my Christmas light window candles but I just tried to put them in a new “device” i purchased and they are too big. Very annoyed considering I bought 20 of these ?!?

",amanda,5.0
232,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 24, 2020",Verified Purchase,"
AAA with 810–830 mAh
","

  I got a set of 8 last week.  Mine are grey and are labelled ""Made in Japan"".  I cycled them all through the Discharge–Refresh cycle on the OPUS charger, which is three full cycles.  After that, they showed a capacity of between 806 and 830 mAh.  This is significantly better than my Energy AAA cells, which are around 760 mAh.I can't yet speak to their longevity.

",Recovering Engineer,4.0
233,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 24, 2020",Verified Purchase,"
Bought mine back when made in Japan, Will not buy anymore.
","

  Needed more high capacity rechargeable batteries, so I figured I'd buy more of these Amazons, as the last ones I bought have treated me well.  Come to the page and see a different picture.After doing some investigating these are different batteries made in China.  Even though the page description says ""Same product, new look! Appearance of batteries you receive may vary.""The best evidence I could get that these are made in China was the user manual you can get somewhere down the page.  I would like to see pictures of the new batteries to confirm this, but I am not willing to take the risk.

",Chad Richardson,1.0
234,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 24, 2020",Verified Purchase,"
Good Product
","

  A little too expensive, but it works.

",Edward and Mireya Ramirez.,5.0
235,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 24, 2020",Verified Purchase,"
Lerfect
","

  Great product

",Domino’s Pizza,5.0
236,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 23, 2020",Verified Purchase,"
DON'T BUY THESE!!!!!!!
","

  Absolute crapola. Read the reviews and seemed like the newer batches of these suck but tried anyway. Yeah, They suck. They all took an initial charge, but half won't work at all the second day. Spend the extra and buy powerex or enerloops or anything but these. Immediate return.

",James S.,1.0
237,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 23, 2020",Verified Purchase,"
It worked
","

  Fine batteries

",Amazon Customer,5.0
238,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 23, 2020",Verified Purchase,"
works good
","

  works good

",jim nutt jr,4.0
239,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 23, 2020",Verified Purchase,"
They do not come precharged!
","

  I'm really disappointed because I bought AA and AAA. It says they are supposed to come precharged and they definitely weren't. I dont have time for them to charge up because I'm borrowing props for a photo shoot. Thanks to the lie on this page, the photo shoot isn't happening.

",Kelsey L. Richardson,4.0
240,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 22, 2020",Verified Purchase,"
Great batteries for a great price!
","

  These batteries are my go to for all my battery needs. They last long and were much cheaper than other alternatives. Great value!

",Joel Gavin,5.0
241,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 22, 2020",Verified Purchase,"
They work great and I will buy them again.
","

  They work great! Holds charge well and definitely lasts longer than my older rechargeables. I will certainly purchase more of them.

",Brando M,5.0
242,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 22, 2020",Verified Purchase,"
Pre-Charged?
","

  These are advertised as coming pre-charged. No way. It took hours in my known good charger to get these up to a full charge. I realize pre-charged does not mean fully charged, but these weren't even close.

",MyOnlineOpinions,2.0
243,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 22, 2020",Verified Purchase,"
worked excellent as described
","

  worked excellent as described, they hold charge and discharge at normal rates

",Professor,5.0
244,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 21, 2020",Verified Purchase,"
Good for remote
","

  Long backup

",Ilyas Malek,4.0
245,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 21, 2020",Verified Purchase,"
Batteries
","

  Item is good

",Barbara H.,5.0
246,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 21, 2020",Verified Purchase,"
Best deal for high capacity and long lasting batteries
","

  These AA's Best deal for high capacity and long lasting batteries I have come across. My La Cross charger is able to recharge them to over 1.46V, allowing for the extra mile. Highly recommended!

",Capt. Blackthorne,5.0
247,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 21, 2020",Verified Purchase,"
Good replacements for phone
","

  Pretty good price and they hold a charge for us in the cordless phones! Delivered promptly and well packaged. I guess I liked the price best. Quality seems fine but have only used them for a few months, so far.

",Gord Petracek,5.0
248,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 21, 2020",Verified Purchase,"
Fits well and worked great
","

  Came charged up and fit well

",The Reverend Charles J.,5.0
249,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 21, 2020",Verified Purchase,"
junk batterys
","

  These batteries expanded, will not fit in my mag light,they will not work in my apple mouse, very dissatisfied with amazon product, my main use is for the apple key board and mouse

",Moe k,1.0
250,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 20, 2020",Verified Purchase,"
GREAT
","

  does just fine

",Alfie,5.0
251,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2020",Verified Purchase,"
Made in China
","

  Made in China. No longer made in Japan.

",itsDan,1.0
252,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 19, 2020",Verified Purchase,"
AAAmazing
","

  Awesome value. They can handle some recharge abuse.

",CJ,5.0
253,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2020",Verified Purchase,"
Product is acceptable.
","

  I bought these batteries and charger for my Nicron flashlight, I bought through Amazon. It worked great. Just doesnt have a very long shelf life in my flashlight. (About 5 weeks of no use.) I would think the battery life would be better than that.

",Smokepole,4.0
254,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2020",Verified Purchase,"
The right choice
","

  I’ve been replacing all the batteries in my household with amazon basic rechargeable and I could not be happier. Saves so much waste and money.

",Dana H.,5.0
255,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2020",Verified Purchase,"
Mediocre batteries
","

  Mediocre batteries

",Nana Z,3.0
256,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2020",Verified Purchase,"
Good
","

  Good

",Amazon Customer,4.0
257,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2020",Verified Purchase,"
Charge lasts a few minutes, and it’s weak...
","

  These showed up with a weak charge, and after charging in the Amazon Basics charger, the charge lasted maybe 10 minutes. Disappointed, will go with a tried and true Energizer or Duracell battery.

",abbie,1.0
258,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 18, 2020",Verified Purchase,"
Slightly oversized diameter may not fit certain items.
","

  I'm overall happy with these batteries. Having said that, if you currently have a item that has a snug fit in the battery compartment as far as the diameter of the battery, these will be as tight and probably tighter and may not even fit.

",cscky,4.0
259,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 18, 2020",Verified Purchase,"
NOT AS ADVERTISED!
","

  The batteries are nowhere near the size I ordered - much, much smaller.  The description should include length and diameter.  Not worth the hassle to return.  Putting them in our ""battery recycle box!

","Mark - West Hartford, CT",1.0
260,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 18, 2020",Verified Purchase,"
Had to be charged on arrival
","

  I ordered these rechargable batteries for my camera as I sell on ebay.  Took them out of the package and they were all dead!  In my charger now but what an inconvenience!

",Steven Lester,2.0
261,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 18, 2020",Verified Purchase,"
Already to use when they come
","

  Lights in closets, flashlights

",Carol Truance,4.0
262,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 18, 2020",Verified Purchase,"
Great rechargable batteries to keep around the house
","

  They work as well as Enveloop batteries and lots of people claim they are the same batteries, or made by the same manufacture. Either way, this is a great rechargable batteries to get and I recommend it.

",Andy,5.0
263,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 17, 2020",Verified Purchase,"
Perfect.
","

  Batteries are expensive and not good in landfills so this is the solution. My house is completely run on solar so charging doesn't even cost me a penny.

",mjcali,5.0
264,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 17, 2020",Verified Purchase,"
Size is Slightly Off
","

  These are AA batteries but whatever Amazon used to wrap the batteries to label them Amazon Basics is too thick and it makes fitting them in designated AA spaces tricky. Some things the batteries work and some things they don't. Be leery of purchasing these.

",Beth S.,1.0
265,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 17, 2020",Verified Purchase,"
Made in CHINA - NOT Made in Japan
","

  I just received my order today. Made in China. Manufacture date: April 2019The body is gray with a green stripe on the positive end. It says Ni-MH 1.2V 2400mAH AA HR6But it no longer has ""High-Capacity"" printed on the battery.Cheaper, made in China batteries. No longer made in Japan.

",D. Bui,2.0
266,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 17, 2020",Verified Purchase,"
Thanks
","

  Very good ++++

",Jasim artist,5.0
267,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 17, 2020",Verified Purchase,"
Not good. I am not going to purchase this product ever again.
","

  Really bad product. Don’t keep charge. Won’t recommend this.

",Luis ,1.0
268,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 16, 2020",Verified Purchase,"
Great
","

  Love rechargeable for my camera that didnt come with a rechargeable battery.

",Shane Crouch,4.0
269,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 16, 2020",Verified Purchase,"
Great Batteries
","

  Great batteries. The extra mAh higher compacity is well worth it, the charge last much longer.

",Jon,5.0
270,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 16, 2020",Verified Purchase,"
Too long; don't fit
","

  As per others' reviews...these are slighly longer and even a little thicker than your standard AA batteries, making them get stuck or in operable for the items you want to use them for: electric tooth brush, computer mouse....frustrating!!!!

",Ed,2.0
271,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 16, 2020",Verified Purchase,"
Doesn't hold charge long
","

  Battery life sucks. Being used or not.

",ashley c.,2.0
272,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 15, 2020",Verified Purchase,"
Easy to put on
","

  As advertised A++++++Seller

",Henry,5.0
273,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 15, 2020",Verified Purchase,"
Xbox controllers get the go ahead
","

  I use these for my XBOX One Controller,  best investment ever! Tbh they've outlasted 2 of my controllers,lol damn spawn snipers!

",David Slay,5.0
274,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 15, 2020",Verified Purchase,"
Seems to hold charge and last.
","

  Great rechargable batteries at a good price.

",Trevor Donley,5.0
275,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 15, 2020",Verified Purchase,"
Works great in my TV remote.
","

  Buying 8 rechargeable batteries locally would have cost twice what it cost through Amazon Prime.

",Steve Turner • RefermetooADman,5.0
276,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 15, 2020",Verified Purchase,"
AAA Amazon Basics
","

  I’m pleased with batteries and seller.

",Jim,5.0
277,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 14, 2020",Verified Purchase,"
👍
","

  👍

",Mohammed solaiman,5.0
278,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 14, 2020",Verified Purchase,"
Great price!
","

  Perfect!

",amy lynn troff,5.0
279,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 14, 2020",Verified Purchase,"
Good batteries
","

  Good solid AA rechargable batteries.

",brad44,5.0
280,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 14, 2020",Verified Purchase,"
Meh
","

  They definitely are no longer rebranding enloop, and these discharge rapidly. Not tarible quality but dont believe the hype.

",Pickles,2.0
281,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 13, 2020",Verified Purchase,"
Good product
","

  Value for money

",S Mahesh Kumar,5.0
282,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 13, 2020",Verified Purchase,"
Rechargeables are the way to go
","

  I have this for pack to my previous 12-pack purchase so now I have two full sets of AAA batteries to rotate with my heated gloves.

",Pedro,5.0
